SpoersmaalNivaa;Spoersmaalgruppekode;Spoersmaalgruppe;Spoersmaalkode;Spoersmaalnavn;Skoleaarnavn;EnhetNivaa;Nasjonaltkode;Nasjonalt;Fylkekode;Fylke;Organisasjonsnummer;EnhetNavn;GruppeNivaa;GruppeKode;GruppeNavn;ProgramomraadeNivaa;UtdanningstypeKode;UtdanningstypeNavn;Utdanningsprogramkode;UtdanningsprogramNavn;TrinnNivaa;TrinnKode;Trinnnavn;EierformNivaa;Eierformkode;EierformNavn;KjoennNivaa;KjoennKode;Kjoenn;AndelMobbet;AntallBesvart;Sidenummer;RaderSide;RaderTotalt
2;EUIndeks_1398;Mobbing på skolen;EUSpoersmaal_Q11811;Er du blitt mobbet av andre elever på skolen de siste månedene?;2022-23;1;I;Hele landet;00;Alle fylker;I;Hele landet;0;Alle;Alle grupper;2;SFB;Studieforberedende;KD;Kunst, design og arkitektur;1;1;Videregående trinn 1;0;-10;Alle eierformer;1;J;Jente;2,6;21;1;4999;4998
2;EUIndeks_1398;Mobbing på skolen;EUSpoersmaal_Q11811;Er du blitt mobbet av andre elever på skolen de siste månedene?;2022-23;1;I;Hele landet;00;Alle fylker;I;Hele landet;0;Alle;Alle grupper;2;YRK;Yrkesfaglig;DT;Håndverk, design og produktutvikling;1;1;Videregående trinn 1;0;-10;Alle eierformer;0;A;Alle kjønn;3,4;8;1;4999;4998
2;EUIndeks_1398;Mobbing på skolen;EUSpoersmaal_Q11811;Er du blitt mobbet av andre elever på skolen de siste månedene?;2022-23;1;I;Hele landet;00;Alle fylker;I;Hele landet;0;Alle;Alle grupper;1;YRK;Yrkesfaglig;Alle;Yrkesfaglig;1;1;Videregående trinn 1;0;-10;Alle eierformer;1;J;Jente;4,0;457;1;4999;4998
2;EUIndeks_1398;Mobbing på skolen;EUSpoersmaal_Q11811;Er du blitt mobbet av andre elever på skolen de siste månedene?;2022-23;1;I;Hele landet;00;Alle fylker;I;Hele landet;0;Alle;Alle grupper;2;SFB;Studieforberedende;KD;Kunst, design og arkitektur;1;2;Videregående trinn 2;0;-10;Alle eierformer;0;A;Alle kjønn;1,8;15;1;4999;4998
2;EUIndeks_1398;Mobbing på skolen;EUSpoersmaal_Q11811;Er du blitt mobbet av andre elever på skolen de siste månedene?;2022-23;1;I;Hele landet;00;Alle fylker;I;Hele landet;0;Alle;Alle grupper;2;SFB;Studieforberedende;ME;Medier og kommunikasjon;1;2;Videregående trinn 2;0;-10;Alle eierformer;1;G;Gutt;2,1;11;1;4999;4998
2;EUIndeks_1398;Mobbing på skolen;EUSpoersmaal_Q11811;Er du blitt mobbet av andre elever på skolen de siste månedene?;2022-23;1;I;Hele landet;00;Alle fylker;I;Hele landet;0;Alle;Alle grupper;2;SFB;Studieforberedende;MD;Musikk, dans og drama;1;2;Videregående trinn 2;0;-10;Alle eierformer;1;J;Jente;1,6;14;1;4999;4998
2;EUIndeks_1398;Mobbing på skolen;EUSpoersmaal_Q11811;Er du blitt mobbet av andre elever på skolen de siste månedene?;2022-23;1;I;Hele landet;00;Alle fylker;I;Hele landet;0;Alle;Alle grupper;2;YRK;Yrkesfaglig;DT;Håndverk, design og produktutvikling;1;2;Videregående trinn 2;0;-10;Alle eierformer;0;A;Alle kjønn;4,8;10;1;4999;4998
2;EUIndeks_1398;Mobbing på skolen;EUSpoersmaal_Q11811;Er du blitt mobbet av andre elever på skolen de siste månedene?;2022-23;1;I;Hele landet;00;Alle fylker;I;Hele landet;0;Alle;Alle grupper;2;YRK;Yrkesfaglig;HS;Helse- og oppvekstfag;1;3;Videregående trinn 3;0;-10;Alle eierformer;1;J;Jente;2,6;22;1;4999;4998
2;EUIndeks_1398;Mobbing på skolen;EUSpoersmaal_Q11811;Er du blitt mobbet av andre elever på skolen de siste månedene?;2022-23;1;I;Hele landet;00;Alle fylker;I;Hele landet;0;Alle;Alle grupper;1;SFB;Studieforberedende;Alle;Studieforberedende;1;1;Videregående trinn 1;0;-10;Alle eierformer;1;J;Jente;1,8;315;1;4999;4998
2;EUIndeks_1398;Mobbing på skolen;EUSpoersmaal_Q11811;Er du blitt mobbet av andre elever på skolen de siste månedene?;2022-23;1;I;Hele landet;00;Alle fylker;I;Hele landet;0;Alle;Alle grupper;2;YRK;Yrkesfaglig;NA;Naturbruk;1;3;Videregående trinn 3;0;-10;Alle eierformer;0;A;Alle kjønn;1,3;7;1;4999;4998
2;EUIndeks_1398;Mobbing på skolen;EUSpoersmaal_Q11816;Er du blitt mobbet digitalt (mobil, iPad, PC) de siste månedene?;2022-23;1;I;Hele landet;00;Alle fylker;I;Hele landet;0;Alle;Alle grupper;2;SFB;Studieforberedende;ID;Idrettsfag;1;2;Videregående trinn 2;0;-10;Alle eierformer;0;A;Alle kjønn;1,1;37;1;4999;4998
2;EUIndeks_1398;Mobbing på skolen;EUSpoersmaal_Q11816;Er du blitt mobbet digitalt (mobil, iPad, PC) de siste månedene?;2022-23;1;I;Hele landet;00;Alle fylker;I;Hele landet;0;Alle;Alle grupper;1;YRK;Yrkesfaglig;Alle;Yrkesfaglig;1;1;Videregående trinn 1;0;-10;Alle eierformer;1;G;Gutt;2,1;338;1;4999;4998
2;EUIndeks_1398;Mobbing på skolen;EUSpoersmaal_Q11816;Er du blitt mobbet digitalt (mobil, iPad, PC) de siste månedene?;2022-23;1;I;Hele landet;00;Alle fylker;I;Hele landet;0;Alle;Alle grupper;0;Alle;Alle utdanningsprogram;Alle;Alle utdanningsprogram;1;1;Videregående trinn 1;0;-10;Alle eierformer;1;G;Gutt;1,8;530;1;4999;4998
2;EUIndeks_1398;Mobbing på skolen;EUSpoersmaal_Q11816;Er du blitt mobbet digitalt (mobil, iPad, PC) de siste månedene?;2022-23;1;I;Hele landet;00;Alle fylker;I;Hele landet;0;Alle;Alle grupper;1;SFB;Studieforberedende;Alle;Studieforberedende;1;1;Videregående trinn 1;0;-10;Alle eierformer;1;G;Gutt;1,4;192;1;4999;4998
2;EUIndeks_1398;Mobbing på skolen;EUSpoersmaal_Q11816;Er du blitt mobbet digitalt (mobil, iPad, PC) de siste månedene?;2022-23;1;I;Hele landet;00;Alle fylker;I;Hele landet;0;Alle;Alle grupper;2;YRK;Yrkesfaglig;BA;Bygg- og anleggsteknikk;1;1;Videregående trinn 1;0;-10;Alle eierformer;1;G;Gutt;2,0;68;1;4999;4998
2;EUIndeks_1398;Mobbing på skolen;EUSpoersmaal_Q11816;Er du blitt mobbet digitalt (mobil, iPad, PC) de siste månedene?;2022-23;1;I;Hele landet;00;Alle fylker;I;Hele landet;0;Alle;Alle grupper;2;YRK;Yrkesfaglig;SR;Salg, service og reiseliv;1;2;Videregående trinn 2;0;-10;Alle eierformer;0;A;Alle kjønn;2,5;36;1;4999;4998
2;EUIndeks_1398;Mobbing på skolen;EUSpoersmaal_Q11816;Er du blitt mobbet digitalt (mobil, iPad, PC) de siste månedene?;2022-23;1;I;Hele landet;00;Alle fylker;I;Hele landet;0;Alle;Alle grupper;2;YRK;Yrkesfaglig;EL;Elektro og datateknologi;1;1;Videregående trinn 1;0;-10;Alle eierformer;1;G;Gutt;1,4;54;1;4999;4998
2;EUIndeks_1398;Mobbing på skolen;EUSpoersmaal_Q11816;Er du blitt mobbet digitalt (mobil, iPad, PC) de siste månedene?;2022-23;1;I;Hele landet;00;Alle fylker;I;Hele landet;0;Alle;Alle grupper;2;YRK;Yrkesfaglig;TP;Teknologi- og industrifag;1;1;Videregående trinn 1;0;-10;Alle eierformer;1;G;Gutt;2,1;98;1;4999;4998
2;EUIndeks_1398;Mobbing på skolen;EUSpoersmaal_Q11811;Er du blitt mobbet av andre elever på skolen de siste månedene?;2022-23;1;I;Hele landet;00;Alle fylker;I;Hele landet;0;Alle;Alle grupper;1;SFB;Studieforberedende;Alle;Studieforberedende;1;1;Videregående trinn 1;0;-10;Alle eierformer;1;G;Gutt;2,0;268;1;4999;4998
2;EUIndeks_1398;Mobbing på skolen;EUSpoersmaal_Q11811;Er du blitt mobbet av andre elever på skolen de siste månedene?;2022-23;1;I;Hele landet;00;Alle fylker;I;Hele landet;0;Alle;Alle grupper;2;YRK;Yrkesfaglig;NA;Naturbruk;1;1;Videregående trinn 1;0;-10;Alle eierformer;1;J;Jente;3,1;29;1;4999;4998
2;EUIndeks_1398;Mobbing på skolen;EUSpoersmaal_Q11811;Er du blitt mobbet av andre elever på skolen de siste månedene?;2022-23;1;I;Hele landet;00;Alle fylker;I;Hele landet;0;Alle;Alle grupper;2;SFB;Studieforberedende;ST;Studiespesialisering;1;1;Videregående trinn 1;0;-10;Alle eierformer;1;G;Gutt;2,0;206;1;4999;4998
2;EUIndeks_1398;Mobbing på skolen;EUSpoersmaal_Q11811;Er du blitt mobbet av andre elever på skolen de siste månedene?;2022-23;1;I;Hele landet;00;Alle fylker;I;Hele landet;0;Alle;Alle grupper;2;YRK;Yrkesfaglig;TP;Teknologi- og industrifag;1;2;Videregående trinn 2;0;-10;Alle eierformer;1;G;Gutt;2,9;108;1;4999;4998
2;EUIndeks_1398;Mobbing på skolen;EUSpoersmaal_Q11811;Er du blitt mobbet av andre elever på skolen de siste månedene?;2022-23;1;I;Hele landet;00;Alle fylker;I;Hele landet;0;Alle;Alle grupper;2;YRK;Yrkesfaglig;EL;Elektro og datateknologi;1;1;Videregående trinn 1;0;-10;Alle eierformer;1;G;Gutt;2,8;105;1;4999;4998
2;EUIndeks_1398;Mobbing på skolen;EUSpoersmaal_Q11811;Er du blitt mobbet av andre elever på skolen de siste månedene?;2022-23;1;I;Hele landet;00;Alle fylker;I;Hele landet;0;Alle;Alle grupper;2;YRK;Yrkesfaglig;NA;Naturbruk;1;2;Videregående trinn 2;0;-10;Alle eierformer;1;G;Gutt;3,1;21;1;4999;4998
2;EUIndeks_1398;Mobbing på skolen;EUSpoersmaal_Q11811;Er du blitt mobbet av andre elever på skolen de siste månedene?;2022-23;1;I;Hele landet;00;Alle fylker;I;Hele landet;0;Alle;Alle grupper;2;SFB;Studieforberedende;ME;Medier og kommunikasjon;1;2;Videregående trinn 2;0;-10;Alle eierformer;0;A;Alle kjønn;2,3;24;1;4999;4998
2;EUIndeks_1398;Mobbing på skolen;EUSpoersmaal_Q11811;Er du blitt mobbet av andre elever på skolen de siste månedene?;2022-23;1;I;Hele landet;00;Alle fylker;I;Hele landet;0;Alle;Alle grupper;0;Alle;Alle utdanningsprogram;Alle;Alle utdanningsprogram;1;2;Videregående trinn 2;0;-10;Alle eierformer;1;G;Gutt;2,7;679;1;4999;4998
2;EUIndeks_1398;Mobbing på skolen;EUSpoersmaal_Q11811;Er du blitt mobbet av andre elever på skolen de siste månedene?;2022-23;1;I;Hele landet;00;Alle fylker;I;Hele landet;0;Alle;Alle grupper;2;YRK;Yrkesfaglig;IM;Informasjonsteknologi og medieproduksjon;1;1;Videregående trinn 1;0;-10;Alle eierformer;0;A;Alle kjønn;2,7;34;1;4999;4998
2;EUIndeks_1398;Mobbing på skolen;EUSpoersmaal_Q11811;Er du blitt mobbet av andre elever på skolen de siste månedene?;2022-23;1;I;Hele landet;00;Alle fylker;I;Hele landet;0;Alle;Alle grupper;2;YRK;Yrkesfaglig;IM;Informasjonsteknologi og medieproduksjon;1;2;Videregående trinn 2;0;-10;Alle eierformer;0;A;Alle kjønn;2,4;22;1;4999;4998
2;EUIndeks_1398;Mobbing på skolen;EUSpoersmaal_Q11811;Er du blitt mobbet av andre elever på skolen de siste månedene?;2022-23;1;I;Hele landet;00;Alle fylker;I;Hele landet;0;Alle;Alle grupper;2;YRK;Yrkesfaglig;BA;Bygg- og anleggsteknikk;1;2;Videregående trinn 2;0;-10;Alle eierformer;1;G;Gutt;3,2;95;1;4999;4998
2;EUIndeks_1398;Mobbing på skolen;EUSpoersmaal_Q11811;Er du blitt mobbet av andre elever på skolen de siste månedene?;2022-23;1;I;Hele landet;00;Alle fylker;I;Hele landet;0;Alle;Alle grupper;0;Alle;Alle utdanningsprogram;Alle;Alle utdanningsprogram;1;3;Videregående trinn 3;0;-10;Alle eierformer;1;G;Gutt;2,0;300;1;4999;4998
2;EUIndeks_1398;Mobbing på skolen;EUSpoersmaal_Q11811;Er du blitt mobbet av andre elever på skolen de siste månedene?;2022-23;1;I;Hele landet;00;Alle fylker;I;Hele landet;0;Alle;Alle grupper;2;YRK;Yrkesfaglig;EL;Elektro og datateknologi;1;3;Videregående trinn 3;0;-10;Alle eierformer;0;A;Alle kjønn;2,3;18;1;4999;4998
2;EUIndeks_1398;Mobbing på skolen;EUSpoersmaal_Q11811;Er du blitt mobbet av andre elever på skolen de siste månedene?;2022-23;1;I;Hele landet;00;Alle fylker;I;Hele landet;0;Alle;Alle grupper;2;SFB;Studieforberedende;KD;Kunst, design og arkitektur;1;3;Videregående trinn 3;0;-10;Alle eierformer;0;A;Alle kjønn;4,0;29;1;4999;4998
2;EUIndeks_1398;Mobbing på skolen;EUSpoersmaal_Q11811;Er du blitt mobbet av andre elever på skolen de siste månedene?;2022-23;1;I;Hele landet;00;Alle fylker;I;Hele landet;0;Alle;Alle grupper;0;Alle;Alle utdanningsprogram;Alle;Alle utdanningsprogram;1;1;Videregående trinn 1;0;-10;Alle eierformer;1;G;Gutt;3,0;890;1;4999;4998
2;EUIndeks_1398;Mobbing på skolen;EUSpoersmaal_Q11816;Er du blitt mobbet digitalt (mobil, iPad, PC) de siste månedene?;2022-23;1;I;Hele landet;00;Alle fylker;I;Hele landet;0;Alle;Alle grupper;2;YRK;Yrkesfaglig;HS;Helse- og oppvekstfag;1;3;Videregående trinn 3;0;-10;Alle eierformer;0;A;Alle kjønn;2,0;19;1;4999;4998
2;EUIndeks_1398;Mobbing på skolen;EUSpoersmaal_Q11816;Er du blitt mobbet digitalt (mobil, iPad, PC) de siste månedene?;2022-23;1;I;Hele landet;00;Alle fylker;I;Hele landet;0;Alle;Alle grupper;2;SFB;Studieforberedende;ID;Idrettsfag;1;1;Videregående trinn 1;0;-10;Alle eierformer;1;G;Gutt;1,3;29;1;4999;4998
2;EUIndeks_1398;Mobbing på skolen;EUSpoersmaal_Q11816;Er du blitt mobbet digitalt (mobil, iPad, PC) de siste månedene?;2022-23;1;I;Hele landet;00;Alle fylker;I;Hele landet;0;Alle;Alle grupper;2;SFB;Studieforberedende;ID;Idrettsfag;1;3;Videregående trinn 3;0;-10;Alle eierformer;0;A;Alle kjønn;1,0;34;1;4999;4998
2;EUIndeks_1398;Mobbing på skolen;EUSpoersmaal_Q11816;Er du blitt mobbet digitalt (mobil, iPad, PC) de siste månedene?;2022-23;1;I;Hele landet;00;Alle fylker;I;Hele landet;0;Alle;Alle grupper;0;Alle;Alle utdanningsprogram;Alle;Alle utdanningsprogram;1;1;Videregående trinn 1;0;-10;Alle eierformer;1;J;Jente;1,6;453;1;4999;4998
2;EUIndeks_1398;Mobbing på skolen;EUSpoersmaal_Q11816;Er du blitt mobbet digitalt (mobil, iPad, PC) de siste månedene?;2022-23;1;I;Hele landet;00;Alle fylker;I;Hele landet;0;Alle;Alle grupper;2;YRK;Yrkesfaglig;TP;Teknologi- og industrifag;1;2;Videregående trinn 2;0;-10;Alle eierformer;1;G;Gutt;1,9;71;1;4999;4998
2;EUIndeks_1398;Mobbing på skolen;EUSpoersmaal_Q11816;Er du blitt mobbet digitalt (mobil, iPad, PC) de siste månedene?;2022-23;1;I;Hele landet;00;Alle fylker;I;Hele landet;0;Alle;Alle grupper;2;YRK;Yrkesfaglig;SR;Salg, service og reiseliv;1;2;Videregående trinn 2;0;-10;Alle eierformer;1;G;Gutt;3,0;24;1;4999;4998
2;EUIndeks_1398;Mobbing på skolen;EUSpoersmaal_Q11816;Er du blitt mobbet digitalt (mobil, iPad, PC) de siste månedene?;2022-23;1;I;Hele landet;00;Alle fylker;I;Hele landet;0;Alle;Alle grupper;1;YRK;Yrkesfaglig;Alle;Yrkesfaglig;1;1;Videregående trinn 1;0;-10;Alle eierformer;1;J;Jente;2,4;274;1;4999;4998
2;EUIndeks_1398;Mobbing på skolen;EUSpoersmaal_Q11816;Er du blitt mobbet digitalt (mobil, iPad, PC) de siste månedene?;2022-23;1;I;Hele landet;00;Alle fylker;I;Hele landet;0;Alle;Alle grupper;2;YRK;Yrkesfaglig;RM;Restaurant- og matfag;1;1;Videregående trinn 1;0;-10;Alle eierformer;1;J;Jente;3,0;17;1;4999;4998
2;EUIndeks_1398;Mobbing på skolen;EUSpoersmaal_Q11816;Er du blitt mobbet digitalt (mobil, iPad, PC) de siste månedene?;2022-23;1;I;Hele landet;00;Alle fylker;I;Hele landet;0;Alle;Alle grupper;2;YRK;Yrkesfaglig;NA;Naturbruk;1;1;Videregående trinn 1;0;-10;Alle eierformer;1;J;Jente;2,3;21;1;4999;4998
2;EUIndeks_1398;Mobbing på skolen;EUSpoersmaal_Q11816;Er du blitt mobbet digitalt (mobil, iPad, PC) de siste månedene?;2022-23;1;I;Hele landet;00;Alle fylker;I;Hele landet;0;Alle;Alle grupper;2;SFB;Studieforberedende;ID;Idrettsfag;1;2;Videregående trinn 2;0;-10;Alle eierformer;1;G;Gutt;1,2;23;1;4999;4998
2;EUIndeks_1398;Mobbing på skolen;EUSpoersmaal_Q11816;Er du blitt mobbet digitalt (mobil, iPad, PC) de siste månedene?;2022-23;1;I;Hele landet;00;Alle fylker;I;Hele landet;0;Alle;Alle grupper;2;SFB;Studieforberedende;PB;Påbygging til generell studiekompetanse;1;3;Videregående trinn 3;0;-10;Alle eierformer;1;G;Gutt;2,0;48;1;4999;4998
2;EUIndeks_1398;Mobbing på skolen;EUSpoersmaal_Q11816;Er du blitt mobbet digitalt (mobil, iPad, PC) de siste månedene?;2022-23;1;I;Hele landet;00;Alle fylker;I;Hele landet;0;Alle;Alle grupper;2;SFB;Studieforberedende;MD;Musikk, dans og drama;1;1;Videregående trinn 1;0;-10;Alle eierformer;0;A;Alle kjønn;1,4;24;1;4999;4998
2;EUIndeks_1398;Mobbing på skolen;EUSpoersmaal_Q11816;Er du blitt mobbet digitalt (mobil, iPad, PC) de siste månedene?;2022-23;1;I;Hele landet;00;Alle fylker;I;Hele landet;0;Alle;Alle grupper;2;YRK;Yrkesfaglig;HS;Helse- og oppvekstfag;1;2;Videregående trinn 2;0;-10;Alle eierformer;1;J;Jente;1,7;93;1;4999;4998
2;EUIndeks_1398;Mobbing på skolen;EUSpoersmaal_Q11816;Er du blitt mobbet digitalt (mobil, iPad, PC) de siste månedene?;2022-23;1;I;Hele landet;00;Alle fylker;I;Hele landet;0;Alle;Alle grupper;1;SFB;Studieforberedende;Alle;Studieforberedende;1;1;Videregående trinn 1;0;-10;Alle eierformer;1;J;Jente;1,0;179;1;4999;4998
2;EUIndeks_1398;Mobbing på skolen;EUSpoersmaal_Q11816;Er du blitt mobbet digitalt (mobil, iPad, PC) de siste månedene?;2022-23;1;I;Hele landet;00;Alle fylker;I;Hele landet;0;Alle;Alle grupper;2;YRK;Yrkesfaglig;IM;Informasjonsteknologi og medieproduksjon;1;2;Videregående trinn 2;0;-10;Alle eierformer;0;A;Alle kjønn;2,2;20;1;4999;4998
2;EUIndeks_1398;Mobbing på skolen;EUSpoersmaal_Q11816;Er du blitt mobbet digitalt (mobil, iPad, PC) de siste månedene?;2022-23;1;I;Hele landet;00;Alle fylker;I;Hele landet;0;Alle;Alle grupper;2;SFB;Studieforberedende;MD;Musikk, dans og drama;1;1;Videregående trinn 1;0;-10;Alle eierformer;1;J;Jente;1,3;15;1;4999;4998
2;EUIndeks_1398;Mobbing på skolen;EUSpoersmaal_Q11816;Er du blitt mobbet digitalt (mobil, iPad, PC) de siste månedene?;2022-23;1;I;Hele landet;00;Alle fylker;I;Hele landet;0;Alle;Alle grupper;2;YRK;Yrkesfaglig;RM;Restaurant- og matfag;1;1;Videregående trinn 1;0;-10;Alle eierformer;0;A;Alle kjønn;2,7;30;1;4999;4998
2;EUIndeks_1398;Mobbing på skolen;EUSpoersmaal_Q11811;Er du blitt mobbet av andre elever på skolen de siste månedene?;2022-23;1;I;Hele landet;00;Alle fylker;I;Hele landet;0;Alle;Alle grupper;0;Alle;Alle utdanningsprogram;Alle;Alle utdanningsprogram;1;2;Videregående trinn 2;0;-10;Alle eierformer;1;J;Jente;2,2;540;1;4999;4998
2;EUIndeks_1398;Mobbing på skolen;EUSpoersmaal_Q11811;Er du blitt mobbet av andre elever på skolen de siste månedene?;2022-23;1;I;Hele landet;00;Alle fylker;I;Hele landet;0;Alle;Alle grupper;2;YRK;Yrkesfaglig;FD;Frisør, blomster, interiør og eksponeringsdesign;1;1;Videregående trinn 1;0;-10;Alle eierformer;0;A;Alle kjønn;3,8;33;1;4999;4998
2;EUIndeks_1398;Mobbing på skolen;EUSpoersmaal_Q11811;Er du blitt mobbet av andre elever på skolen de siste månedene?;2022-23;1;I;Hele landet;00;Alle fylker;I;Hele landet;0;Alle;Alle grupper;2;SFB;Studieforberedende;ME;Medier og kommunikasjon;1;1;Videregående trinn 1;0;-10;Alle eierformer;0;A;Alle kjønn;2,3;31;1;4999;4998
2;EUIndeks_1398;Mobbing på skolen;EUSpoersmaal_Q11811;Er du blitt mobbet av andre elever på skolen de siste månedene?;2022-23;1;I;Hele landet;00;Alle fylker;I;Hele landet;0;Alle;Alle grupper;2;SFB;Studieforberedende;ST;Studiespesialisering;1;1;Videregående trinn 1;0;-10;Alle eierformer;1;J;Jente;1,8;232;1;4999;4998
2;EUIndeks_1398;Mobbing på skolen;EUSpoersmaal_Q11811;Er du blitt mobbet av andre elever på skolen de siste månedene?;2022-23;1;I;Hele landet;00;Alle fylker;I;Hele landet;0;Alle;Alle grupper;2;YRK;Yrkesfaglig;EL;Elektro og datateknologi;1;2;Videregående trinn 2;0;-10;Alle eierformer;1;G;Gutt;2,3;77;1;4999;4998
2;EUIndeks_1398;Mobbing på skolen;EUSpoersmaal_Q11811;Er du blitt mobbet av andre elever på skolen de siste månedene?;2022-23;1;I;Hele landet;00;Alle fylker;I;Hele landet;0;Alle;Alle grupper;2;YRK;Yrkesfaglig;RM;Restaurant- og matfag;1;2;Videregående trinn 2;0;-10;Alle eierformer;1;J;Jente;5,2;21;1;4999;4998
2;EUIndeks_1398;Mobbing på skolen;EUSpoersmaal_Q11811;Er du blitt mobbet av andre elever på skolen de siste månedene?;2022-23;1;I;Hele landet;00;Alle fylker;I;Hele landet;0;Alle;Alle grupper;2;YRK;Yrkesfaglig;FD;Frisør, blomster, interiør og eksponeringsdesign;1;2;Videregående trinn 2;0;-10;Alle eierformer;0;A;Alle kjønn;3,5;23;1;4999;4998
2;EUIndeks_1398;Mobbing på skolen;EUSpoersmaal_Q11811;Er du blitt mobbet av andre elever på skolen de siste månedene?;2022-23;1;I;Hele landet;00;Alle fylker;I;Hele landet;0;Alle;Alle grupper;2;YRK;Yrkesfaglig;IM;Informasjonsteknologi og medieproduksjon;1;1;Videregående trinn 1;0;-10;Alle eierformer;1;G;Gutt;2,7;27;1;4999;4998
2;EUIndeks_1398;Mobbing på skolen;EUSpoersmaal_Q11811;Er du blitt mobbet av andre elever på skolen de siste månedene?;2022-23;1;I;Hele landet;00;Alle fylker;I;Hele landet;0;Alle;Alle grupper;2;SFB;Studieforberedende;ID;Idrettsfag;1;2;Videregående trinn 2;0;-10;Alle eierformer;1;G;Gutt;2,4;47;1;4999;4998
2;EUIndeks_1398;Mobbing på skolen;EUSpoersmaal_Q11811;Er du blitt mobbet av andre elever på skolen de siste månedene?;2022-23;1;I;Hele landet;00;Alle fylker;I;Hele landet;0;Alle;Alle grupper;2;SFB;Studieforberedende;KD;Kunst, design og arkitektur;1;1;Videregående trinn 1;0;-10;Alle eierformer;0;A;Alle kjønn;2,6;28;1;4999;4998
2;EUIndeks_1398;Mobbing på skolen;EUSpoersmaal_Q11811;Er du blitt mobbet av andre elever på skolen de siste månedene?;2022-23;1;I;Hele landet;00;Alle fylker;I;Hele landet;0;Alle;Alle grupper;2;YRK;Yrkesfaglig;SR;Salg, service og reiseliv;1;1;Videregående trinn 1;0;-10;Alle eierformer;1;J;Jente;5,5;51;1;4999;4998
2;EUIndeks_1398;Mobbing på skolen;EUSpoersmaal_Q11811;Er du blitt mobbet av andre elever på skolen de siste månedene?;2022-23;1;I;Hele landet;00;Alle fylker;I;Hele landet;0;Alle;Alle grupper;2;YRK;Yrkesfaglig;SR;Salg, service og reiseliv;1;2;Videregående trinn 2;0;-10;Alle eierformer;1;G;Gutt;4,6;37;1;4999;4998
2;EUIndeks_1398;Mobbing på skolen;EUSpoersmaal_Q11811;Er du blitt mobbet av andre elever på skolen de siste månedene?;2022-23;1;I;Hele landet;00;Alle fylker;I;Hele landet;0;Alle;Alle grupper;2;SFB;Studieforberedende;MD;Musikk, dans og drama;1;2;Videregående trinn 2;0;-10;Alle eierformer;0;A;Alle kjønn;1,8;24;1;4999;4998
2;EUIndeks_1398;Mobbing på skolen;EUSpoersmaal_Q11811;Er du blitt mobbet av andre elever på skolen de siste månedene?;2022-23;1;I;Hele landet;00;Alle fylker;I;Hele landet;0;Alle;Alle grupper;2;YRK;Yrkesfaglig;RM;Restaurant- og matfag;1;2;Videregående trinn 2;0;-10;Alle eierformer;1;G;Gutt;3,5;16;1;4999;4998
2;EUIndeks_1398;Mobbing på skolen;EUSpoersmaal_Q11811;Er du blitt mobbet av andre elever på skolen de siste månedene?;2022-23;1;I;Hele landet;00;Alle fylker;I;Hele landet;0;Alle;Alle grupper;1;SFB;Studieforberedende;Alle;Studieforberedende;1;3;Videregående trinn 3;0;-10;Alle eierformer;1;J;Jente;1,6;316;1;4999;4998
2;EUIndeks_1398;Mobbing på skolen;EUSpoersmaal_Q11811;Er du blitt mobbet av andre elever på skolen de siste månedene?;2022-23;1;I;Hele landet;00;Alle fylker;I;Hele landet;0;Alle;Alle grupper;2;SFB;Studieforberedende;MD;Musikk, dans og drama;1;3;Videregående trinn 3;0;-10;Alle eierformer;1;J;Jente;3,2;30;1;4999;4998
2;EUIndeks_1398;Mobbing på skolen;EUSpoersmaal_Q11811;Er du blitt mobbet av andre elever på skolen de siste månedene?;2022-23;1;I;Hele landet;00;Alle fylker;I;Hele landet;0;Alle;Alle grupper;2;SFB;Studieforberedende;ST;Studiespesialisering;1;3;Videregående trinn 3;0;-10;Alle eierformer;1;J;Jente;1,5;171;1;4999;4998
2;EUIndeks_1398;Mobbing på skolen;EUSpoersmaal_Q11811;Er du blitt mobbet av andre elever på skolen de siste månedene?;2022-23;1;I;Hele landet;00;Alle fylker;I;Hele landet;0;Alle;Alle grupper;2;SFB;Studieforberedende;PB;Påbygging til generell studiekompetanse;1;3;Videregående trinn 3;0;-10;Alle eierformer;1;J;Jente;1,6;69;1;4999;4998
2;EUIndeks_1398;Mobbing på skolen;EUSpoersmaal_Q11811;Er du blitt mobbet av andre elever på skolen de siste månedene?;2022-23;1;I;Hele landet;00;Alle fylker;I;Hele landet;0;Alle;Alle grupper;1;YRK;Yrkesfaglig;Alle;Yrkesfaglig;1;3;Videregående trinn 3;0;-10;Alle eierformer;1;J;Jente;2,5;36;1;4999;4998
2;EUIndeks_1398;Mobbing på skolen;EUSpoersmaal_Q11811;Er du blitt mobbet av andre elever på skolen de siste månedene?;2022-23;1;I;Hele landet;00;Alle fylker;I;Hele landet;0;Alle;Alle grupper;2;SFB;Studieforberedende;ID;Idrettsfag;1;3;Videregående trinn 3;0;-10;Alle eierformer;1;G;Gutt;2,1;40;1;4999;4998
2;EUIndeks_1398;Mobbing på skolen;EUSpoersmaal_Q11811;Er du blitt mobbet av andre elever på skolen de siste månedene?;2022-23;1;I;Hele landet;00;Alle fylker;I;Hele landet;0;Alle;Alle grupper;0;Alle;Alle utdanningsprogram;Alle;Alle utdanningsprogram;1;3;Videregående trinn 3;0;-10;Alle eierformer;1;J;Jente;1,7;352;1;4999;4998
