Enhet;År;Sekundærflytting;Botid i Norge;Kommunenummer;Kommune;Antall
Prosent;2021;Flyttet hit;5+ år;3046;Krødsherad;10.0
Prosent;2021;Uoppgitt;Alle;3046;Krødsherad;0.0
Prosent;2021;Uoppgitt;0-4 år;3046;Krødsherad;0.0
Prosent;2021;Uoppgitt;5+ år;3046;Krødsherad;0.0
Prosent;2021;alle;Alle;3047;Modum;100.0
Prosent;2021;alle;0-4 år;3047;Modum;29.2
Prosent;2021;alle;5+ år;3047;Modum;70.8
Prosent;2021;Bosatt her;Alle;3047;Modum;71.6
Prosent;2021;Bosatt her;0-4 år;3047;Modum;19.1
Prosent;2021;Bosatt her;5+ år;3047;Modum;52.5
Prosent;2021;Flyttet hit;Alle;3047;Modum;27.0
Prosent;2021;Flyttet hit;0-4 år;3047;Modum;8.6
Prosent;2021;Flyttet hit;5+ år;3047;Modum;18.3
Prosent;2021;Uoppgitt;Alle;3047;Modum;1.4
Prosent;2021;Uoppgitt;0-4 år;3047;Modum;1.4
Prosent;2021;Uoppgitt;5+ år;3047;Modum;0.0
Prosent;2021;alle;Alle;3048;Øvre Eiker;100.0
Prosent;2021;alle;0-4 år;3048;Øvre Eiker;20.3
Prosent;2021;alle;5+ år;3048;Øvre Eiker;79.7
Prosent;2021;Bosatt her;Alle;3048;Øvre Eiker;58.9
Prosent;2021;Bosatt her;0-4 år;3048;Øvre Eiker;13.3
Prosent;2021;Bosatt her;5+ år;3048;Øvre Eiker;45.7
Prosent;2021;Flyttet hit;Alle;3048;Øvre Eiker;40.6
Prosent;2021;Flyttet hit;0-4 år;3048;Øvre Eiker;6.5
Prosent;2021;Flyttet hit;5+ år;3048;Øvre Eiker;34.0
Prosent;2021;Uoppgitt;Alle;3048;Øvre Eiker;0.5
Prosent;2021;Uoppgitt;0-4 år;3048;Øvre Eiker;0.5
Prosent;2021;Uoppgitt;5+ år;3048;Øvre Eiker;0.0
Prosent;2021;alle;Alle;3049;Lier;100.0
Prosent;2021;alle;0-4 år;3049;Lier;17.8
Prosent;2021;alle;5+ år;3049;Lier;82.2
Prosent;2021;Bosatt her;Alle;3049;Lier;53.0
Prosent;2021;Bosatt her;0-4 år;3049;Lier;13.2
Prosent;2021;Bosatt her;5+ år;3049;Lier;39.8
Prosent;2021;Flyttet hit;Alle;3049;Lier;46.7
Prosent;2021;Flyttet hit;0-4 år;3049;Lier;4.3
Prosent;2021;Flyttet hit;5+ år;3049;Lier;42.4
Prosent;2021;Uoppgitt;Alle;3049;Lier;0.3
Prosent;2021;Uoppgitt;0-4 år;3049;Lier;0.3
Prosent;2021;Uoppgitt;5+ år;3049;Lier;0.0
Prosent;2021;alle;Alle;3050;Flesberg;100.0
Prosent;2021;alle;0-4 år;3050;Flesberg;59.2
Prosent;2021;alle;5+ år;3050;Flesberg;40.8
Prosent;2021;Bosatt her;Alle;3050;Flesberg;73.7
Prosent;2021;Bosatt her;0-4 år;3050;Flesberg;40.8
Prosent;2021;Bosatt her;5+ år;3050;Flesberg;32.9
Prosent;2021;Flyttet hit;Alle;3050;Flesberg;26.3
Prosent;2021;Flyttet hit;0-4 år;3050;Flesberg;18.4
Prosent;2021;Flyttet hit;5+ år;3050;Flesberg;7.9
Prosent;2021;Uoppgitt;Alle;3050;Flesberg;0.0
Prosent;2021;Uoppgitt;0-4 år;3050;Flesberg;0.0
Prosent;2021;Uoppgitt;5+ år;3050;Flesberg;0.0
Prosent;2021;alle;Alle;3051;Rollag;100.0
Prosent;2021;alle;0-4 år;3051;Rollag;44.4
Prosent;2021;alle;5+ år;3051;Rollag;55.6
Prosent;2021;Bosatt her;Alle;3051;Rollag;55.6
Prosent;2021;Bosatt her;0-4 år;3051;Rollag;8.3
Prosent;2021;Bosatt her;5+ år;3051;Rollag;47.2
Prosent;2021;Flyttet hit;Alle;3051;Rollag;44.4
Prosent;2021;Flyttet hit;0-4 år;3051;Rollag;36.1
Prosent;2021;Flyttet hit;5+ år;3051;Rollag;8.3
Prosent;2021;Uoppgitt;Alle;3051;Rollag;0.0
Prosent;2021;Uoppgitt;0-4 år;3051;Rollag;0.0
Prosent;2021;Uoppgitt;5+ år;3051;Rollag;0.0
Prosent;2021;alle;Alle;3052;Nore og Uvdal;100.0
Prosent;2021;alle;0-4 år;3052;Nore og Uvdal;53.8
Prosent;2021;alle;5+ år;3052;Nore og Uvdal;46.3
Prosent;2021;Bosatt her;Alle;3052;Nore og Uvdal;76.3
Prosent;2021;Bosatt her;0-4 år;3052;Nore og Uvdal;37.5
Prosent;2021;Bosatt her;5+ år;3052;Nore og Uvdal;38.8
Prosent;2021;Flyttet hit;Alle;3052;Nore og Uvdal;23.8
Prosent;2021;Flyttet hit;0-4 år;3052;Nore og Uvdal;16.3
Prosent;2021;Flyttet hit;5+ år;3052;Nore og Uvdal;7.5
Prosent;2021;Uoppgitt;Alle;3052;Nore og Uvdal;0.0
Prosent;2021;Uoppgitt;0-4 år;3052;Nore og Uvdal;0.0
Prosent;2021;Uoppgitt;5+ år;3052;Nore og Uvdal;0.0
Prosent;2021;alle;Alle;3053;Jevnaker;100.0
Prosent;2021;alle;0-4 år;3053;Jevnaker;36.4
Prosent;2021;alle;5+ år;3053;Jevnaker;63.6
Prosent;2021;Bosatt her;Alle;3053;Jevnaker;54.5
Prosent;2021;Bosatt her;0-4 år;3053;Jevnaker;20.1
Prosent;2021;Bosatt her;5+ år;3053;Jevnaker;34.4
Prosent;2021;Flyttet hit;Alle;3053;Jevnaker;45.5
Prosent;2021;Flyttet hit;0-4 år;3053;Jevnaker;16.3
Prosent;2021;Flyttet hit;5+ år;3053;Jevnaker;29.2
Prosent;2021;Uoppgitt;Alle;3053;Jevnaker;0.0
Prosent;2021;Uoppgitt;0-4 år;3053;Jevnaker;0.0
Prosent;2021;Uoppgitt;5+ år;3053;Jevnaker;0.0
Prosent;2021;alle;Alle;3054;Lunner;100.0
Prosent;2021;alle;0-4 år;3054;Lunner;36.3
Prosent;2021;alle;5+ år;3054;Lunner;63.7
Prosent;2021;Bosatt her;Alle;3054;Lunner;69.9
Prosent;2021;Bosatt her;0-4 år;3054;Lunner;24.2
Prosent;2021;Bosatt her;5+ år;3054;Lunner;45.7
Prosent;2021;Flyttet hit;Alle;3054;Lunner;29.2
Prosent;2021;Flyttet hit;0-4 år;3054;Lunner;11.2
Prosent;2021;Flyttet hit;5+ år;3054;Lunner;18.0
Prosent;2021;Uoppgitt;Alle;3054;Lunner;0.9
Prosent;2021;Uoppgitt;0-4 år;3054;Lunner;0.9
Prosent;2021;Uoppgitt;5+ år;3054;Lunner;0.0
Prosent;2021;alle;Alle;3401;Kongsvinger;100.0
Prosent;2021;alle;0-4 år;3401;Kongsvinger;16.6
Prosent;2021;alle;5+ år;3401;Kongsvinger;83.4
Prosent;2021;Bosatt her;Alle;3401;Kongsvinger;56.9
Prosent;2021;Bosatt her;0-4 år;3401;Kongsvinger;10.8
Prosent;2021;Bosatt her;5+ år;3401;Kongsvinger;46.0
Prosent;2021;Flyttet hit;Alle;3401;Kongsvinger;42.4
Prosent;2021;Flyttet hit;0-4 år;3401;Kongsvinger;5.1
Prosent;2021;Flyttet hit;5+ år;3401;Kongsvinger;37.3
Prosent;2021;Uoppgitt;Alle;3401;Kongsvinger;0.7
Prosent;2021;Uoppgitt;0-4 år;3401;Kongsvinger;0.7
Prosent;2021;Uoppgitt;5+ år;3401;Kongsvinger;0.0
Prosent;2021;alle;Alle;3403;Hamar;100.0
Prosent;2021;alle;0-4 år;3403;Hamar;17.8
Prosent;2021;alle;5+ år;3403;Hamar;82.2
Prosent;2021;Bosatt her;Alle;3403;Hamar;55.4
Prosent;2021;Bosatt her;0-4 år;3403;Hamar;10.9
Prosent;2021;Bosatt her;5+ år;3403;Hamar;44.6
Prosent;2021;Flyttet hit;Alle;3403;Hamar;44.0
Prosent;2021;Flyttet hit;0-4 år;3403;Hamar;6.3
Prosent;2021;Flyttet hit;5+ år;3403;Hamar;37.7
Prosent;2021;Uoppgitt;Alle;3403;Hamar;0.6
Prosent;2021;Uoppgitt;0-4 år;3403;Hamar;0.6
Prosent;2021;Uoppgitt;5+ år;3403;Hamar;0.0
Prosent;2021;alle;Alle;3405;Lillehammer;100.0
Prosent;2021;alle;0-4 år;3405;Lillehammer;21.2
Prosent;2021;alle;5+ år;3405;Lillehammer;78.8
Prosent;2021;Bosatt her;Alle;3405;Lillehammer;66.8
Prosent;2021;Bosatt her;0-4 år;3405;Lillehammer;14.5
Prosent;2021;Bosatt her;5+ år;3405;Lillehammer;52.3
Prosent;2021;Flyttet hit;Alle;3405;Lillehammer;32.4
Prosent;2021;Flyttet hit;0-4 år;3405;Lillehammer;5.9
Prosent;2021;Flyttet hit;5+ år;3405;Lillehammer;26.5
Prosent;2021;Uoppgitt;Alle;3405;Lillehammer;0.8
Prosent;2021;Uoppgitt;0-4 år;3405;Lillehammer;0.8
Prosent;2021;Uoppgitt;5+ år;3405;Lillehammer;0.0
Prosent;2021;alle;Alle;3407;Gjøvik;100.0
Prosent;2021;alle;0-4 år;3407;Gjøvik;20.1
Prosent;2021;alle;5+ år;3407;Gjøvik;79.9
Prosent;2021;Bosatt her;Alle;3407;Gjøvik;60.3
Prosent;2021;Bosatt her;0-4 år;3407;Gjøvik;12.6
Prosent;2021;Bosatt her;5+ år;3407;Gjøvik;47.7
Prosent;2021;Flyttet hit;Alle;3407;Gjøvik;38.8
Prosent;2021;Flyttet hit;0-4 år;3407;Gjøvik;6.7
Prosent;2021;Flyttet hit;5+ år;3407;Gjøvik;32.2
Prosent;2021;Uoppgitt;Alle;3407;Gjøvik;0.8
Prosent;2021;Uoppgitt;0-4 år;3407;Gjøvik;0.8
Prosent;2021;Uoppgitt;5+ år;3407;Gjøvik;0.0
Prosent;2021;alle;Alle;3411;Ringsaker;100.0
Prosent;2021;alle;0-4 år;3411;Ringsaker;27.9
Prosent;2021;alle;5+ år;3411;Ringsaker;72.1
Prosent;2021;Bosatt her;Alle;3411;Ringsaker;63.7
Prosent;2021;Bosatt her;0-4 år;3411;Ringsaker;20.2
Prosent;2021;Bosatt her;5+ år;3411;Ringsaker;43.5
Prosent;2021;Flyttet hit;Alle;3411;Ringsaker;35.3
Prosent;2021;Flyttet hit;0-4 år;3411;Ringsaker;6.7
Prosent;2021;Flyttet hit;5+ år;3411;Ringsaker;28.6
Prosent;2021;Uoppgitt;Alle;3411;Ringsaker;1.0
Prosent;2021;Uoppgitt;0-4 år;3411;Ringsaker;1.0
Prosent;2021;Uoppgitt;5+ år;3411;Ringsaker;0.0
Prosent;2021;alle;Alle;3412;Løten;100.0
Prosent;2021;alle;0-4 år;3412;Løten;30.0
Prosent;2021;alle;5+ år;3412;Løten;70.0
Prosent;2021;Bosatt her;Alle;3412;Løten;78.2
Prosent;2021;Bosatt her;0-4 år;3412;Løten;20.6
Prosent;2021;Bosatt her;5+ år;3412;Løten;57.6
Prosent;2021;Flyttet hit;Alle;3412;Løten;21.8
Prosent;2021;Flyttet hit;0-4 år;3412;Løten;9.4
Prosent;2021;Flyttet hit;5+ år;3412;Løten;12.4
Prosent;2021;Uoppgitt;Alle;3412;Løten;0.0
Prosent;2021;Uoppgitt;0-4 år;3412;Løten;0.0
Prosent;2021;Uoppgitt;5+ år;3412;Løten;0.0
Prosent;2021;alle;Alle;3413;Stange;100.0
Prosent;2021;alle;0-4 år;3413;Stange;23.2
Prosent;2021;alle;5+ år;3413;Stange;76.8
Prosent;2021;Bosatt her;Alle;3413;Stange;66.1
Prosent;2021;Bosatt her;0-4 år;3413;Stange;18.1
Prosent;2021;Bosatt her;5+ år;3413;Stange;48.1
Prosent;2021;Flyttet hit;Alle;3413;Stange;33.0
Prosent;2021;Flyttet hit;0-4 år;3413;Stange;4.2
Prosent;2021;Flyttet hit;5+ år;3413;Stange;28.8
Prosent;2021;Uoppgitt;Alle;3413;Stange;0.8
Prosent;2021;Uoppgitt;0-4 år;3413;Stange;0.8
Prosent;2021;Uoppgitt;5+ år;3413;Stange;0.0
Prosent;2021;alle;Alle;3414;Nord-Odal;100.0
Prosent;2021;alle;0-4 år;3414;Nord-Odal;34.9
Prosent;2021;alle;5+ år;3414;Nord-Odal;65.1
Prosent;2021;Bosatt her;Alle;3414;Nord-Odal;55.8
Prosent;2021;Bosatt her;0-4 år;3414;Nord-Odal;11.6
Prosent;2021;Bosatt her;5+ år;3414;Nord-Odal;44.2
Prosent;2021;Flyttet hit;Alle;3414;Nord-Odal;44.2
Prosent;2021;Flyttet hit;0-4 år;3414;Nord-Odal;23.3
Prosent;2021;Flyttet hit;5+ år;3414;Nord-Odal;20.9
Prosent;2021;Uoppgitt;Alle;3414;Nord-Odal;0.0
Prosent;2021;Uoppgitt;0-4 år;3414;Nord-Odal;0.0
Prosent;2021;Uoppgitt;5+ år;3414;Nord-Odal;0.0
Prosent;2021;alle;Alle;3415;Sør-Odal;100.0
Prosent;2021;alle;0-4 år;3415;Sør-Odal;43.5
Prosent;2021;alle;5+ år;3415;Sør-Odal;56.5
Prosent;2021;Bosatt her;Alle;3415;Sør-Odal;63.8
Prosent;2021;Bosatt her;0-4 år;3415;Sør-Odal;34.1
Prosent;2021;Bosatt her;5+ år;3415;Sør-Odal;29.7
Prosent;2021;Flyttet hit;Alle;3415;Sør-Odal;36.2
Prosent;2021;Flyttet hit;0-4 år;3415;Sør-Odal;9.4
Prosent;2021;Flyttet hit;5+ år;3415;Sør-Odal;26.8
Prosent;2021;Uoppgitt;Alle;3415;Sør-Odal;0.0
Prosent;2021;Uoppgitt;0-4 år;3415;Sør-Odal;0.0
Prosent;2021;Uoppgitt;5+ år;3415;Sør-Odal;0.0
Prosent;2021;alle;Alle;3416;Eidskog;100.0
Prosent;2021;alle;0-4 år;3416;Eidskog;32.8
Prosent;2021;alle;5+ år;3416;Eidskog;67.2
Prosent;2021;Bosatt her;Alle;3416;Eidskog;51.8
Prosent;2021;Bosatt her;0-4 år;3416;Eidskog;18.2
Prosent;2021;Bosatt her;5+ år;3416;Eidskog;33.6
Prosent;2021;Flyttet hit;Alle;3416;Eidskog;48.2
Prosent;2021;Flyttet hit;0-4 år;3416;Eidskog;14.6
Prosent;2021;Flyttet hit;5+ år;3416;Eidskog;33.6
Prosent;2021;Uoppgitt;Alle;3416;Eidskog;0.0
Prosent;2021;Uoppgitt;0-4 år;3416;Eidskog;0.0
Prosent;2021;Uoppgitt;5+ år;3416;Eidskog;0.0
Prosent;2021;alle;Alle;3417;Grue;100.0
Prosent;2021;alle;0-4 år;3417;Grue;33.0
Prosent;2021;alle;5+ år;3417;Grue;67.0
Prosent;2021;Bosatt her;Alle;3417;Grue;67.9
Prosent;2021;Bosatt her;0-4 år;3417;Grue;19.3
Prosent;2021;Bosatt her;5+ år;3417;Grue;48.6
Prosent;2021;Flyttet hit;Alle;3417;Grue;32.1
Prosent;2021;Flyttet hit;0-4 år;3417;Grue;13.8
Prosent;2021;Flyttet hit;5+ år;3417;Grue;18.3
Prosent;2021;Uoppgitt;Alle;3417;Grue;0.0
Prosent;2021;Uoppgitt;0-4 år;3417;Grue;0.0
Prosent;2021;Uoppgitt;5+ år;3417;Grue;0.0
Prosent;2021;alle;Alle;3418;Åsnes;100.0
Prosent;2021;alle;0-4 år;3418;Åsnes;37.0
Prosent;2021;alle;5+ år;3418;Åsnes;63.0
Prosent;2021;Bosatt her;Alle;3418;Åsnes;71.0
Prosent;2021;Bosatt her;0-4 år;3418;Åsnes;25.4
Prosent;2021;Bosatt her;5+ år;3418;Åsnes;45.7
Prosent;2021;Flyttet hit;Alle;3418;Åsnes;26.8
Prosent;2021;Flyttet hit;0-4 år;3418;Åsnes;9.4
Prosent;2021;Flyttet hit;5+ år;3418;Åsnes;17.4
Prosent;2021;Uoppgitt;Alle;3418;Åsnes;2.2
Prosent;2021;Uoppgitt;0-4 år;3418;Åsnes;2.2
Prosent;2021;Uoppgitt;5+ år;3418;Åsnes;0.0
Prosent;2021;alle;Alle;3419;Våler (Hedm.);100.0
Prosent;2021;alle;0-4 år;3419;Våler (Hedm.);51.9
Prosent;2021;alle;5+ år;3419;Våler (Hedm.);48.1
Prosent;2021;Bosatt her;Alle;3419;Våler (Hedm.);25.9
Prosent;2021;Bosatt her;0-4 år;3419;Våler (Hedm.);11.1
Prosent;2021;Bosatt her;5+ år;3419;Våler (Hedm.);14.8
Prosent;2021;Flyttet hit;Alle;3419;Våler (Hedm.);74.1
Prosent;2021;Flyttet hit;0-4 år;3419;Våler (Hedm.);40.7
Prosent;2021;Flyttet hit;5+ år;3419;Våler (Hedm.);33.3
Prosent;2021;Uoppgitt;Alle;3419;Våler (Hedm.);0.0
Prosent;2021;Uoppgitt;0-4 år;3419;Våler (Hedm.);0.0
Prosent;2021;Uoppgitt;5+ år;3419;Våler (Hedm.);0.0
Prosent;2021;alle;Alle;3420;Elverum;100.0
Prosent;2021;alle;0-4 år;3420;Elverum;24.5
Prosent;2021;alle;5+ år;3420;Elverum;75.5
Prosent;2021;Bosatt her;Alle;3420;Elverum;63.5
Prosent;2021;Bosatt her;0-4 år;3420;Elverum;15.7
Prosent;2021;Bosatt her;5+ år;3420;Elverum;47.9
Prosent;2021;Flyttet hit;Alle;3420;Elverum;35.9
Prosent;2021;Flyttet hit;0-4 år;3420;Elverum;8.3
Prosent;2021;Flyttet hit;5+ år;3420;Elverum;27.6
Prosent;2021;Uoppgitt;Alle;3420;Elverum;0.5
Prosent;2021;Uoppgitt;0-4 år;3420;Elverum;0.5
Prosent;2021;Uoppgitt;5+ år;3420;Elverum;0.0
Prosent;2021;alle;Alle;3421;Trysil;100.0
Prosent;2021;alle;0-4 år;3421;Trysil;40.9
Prosent;2021;alle;5+ år;3421;Trysil;59.1
Prosent;2021;Bosatt her;Alle;3421;Trysil;78.0
Prosent;2021;Bosatt her;0-4 år;3421;Trysil;28.3
Prosent;2021;Bosatt her;5+ år;3421;Trysil;49.6
Prosent;2021;Flyttet hit;Alle;3421;Trysil;22.0
Prosent;2021;Flyttet hit;0-4 år;3421;Trysil;12.6
Prosent;2021;Flyttet hit;5+ år;3421;Trysil;9.4
Prosent;2021;Uoppgitt;Alle;3421;Trysil;0.0
Prosent;2021;Uoppgitt;0-4 år;3421;Trysil;0.0
Prosent;2021;Uoppgitt;5+ år;3421;Trysil;0.0
Prosent;2021;alle;Alle;3422;Åmot;100.0
Prosent;2021;alle;0-4 år;3422;Åmot;11.5
Prosent;2021;alle;5+ år;3422;Åmot;88.5
Prosent;2021;Bosatt her;Alle;3422;Åmot;50.0
Prosent;2021;Bosatt her;0-4 år;3422;Åmot;7.7
Prosent;2021;Bosatt her;5+ år;3422;Åmot;42.3
Prosent;2021;Flyttet hit;Alle;3422;Åmot;50.0
Prosent;2021;Flyttet hit;0-4 år;3422;Åmot;3.8
Prosent;2021;Flyttet hit;5+ år;3422;Åmot;46.2
Prosent;2021;Uoppgitt;Alle;3422;Åmot;0.0
Prosent;2021;Uoppgitt;0-4 år;3422;Åmot;0.0
Prosent;2021;Uoppgitt;5+ år;3422;Åmot;0.0
Prosent;2021;alle;Alle;3423;Stor-Elvdal;100.0
Prosent;2021;alle;0-4 år;3423;Stor-Elvdal;47.7
Prosent;2021;alle;5+ år;3423;Stor-Elvdal;52.3
Prosent;2021;Bosatt her;Alle;3423;Stor-Elvdal;72.3
Prosent;2021;Bosatt her;0-4 år;3423;Stor-Elvdal;33.8
Prosent;2021;Bosatt her;5+ år;3423;Stor-Elvdal;38.5
Prosent;2021;Flyttet hit;Alle;3423;Stor-Elvdal;27.7
Prosent;2021;Flyttet hit;0-4 år;3423;Stor-Elvdal;13.8
Prosent;2021;Flyttet hit;5+ år;3423;Stor-Elvdal;13.8
Prosent;2021;Uoppgitt;Alle;3423;Stor-Elvdal;0.0
Prosent;2021;Uoppgitt;0-4 år;3423;Stor-Elvdal;0.0
Prosent;2021;Uoppgitt;5+ år;3423;Stor-Elvdal;0.0
Prosent;2021;alle;Alle;3424;Rendalen;100.0
Prosent;2021;alle;0-4 år;3424;Rendalen;42.1
Prosent;2021;alle;5+ år;3424;Rendalen;57.9
Prosent;2021;Bosatt her;Alle;3424;Rendalen;73.7
Prosent;2021;Bosatt her;0-4 år;3424;Rendalen;28.9
Prosent;2021;Bosatt her;5+ år;3424;Rendalen;44.7
Prosent;2021;Flyttet hit;Alle;3424;Rendalen;26.3
Prosent;2021;Flyttet hit;0-4 år;3424;Rendalen;13.2
Prosent;2021;Flyttet hit;5+ år;3424;Rendalen;13.2
Prosent;2021;Uoppgitt;Alle;3424;Rendalen;0.0
Prosent;2021;Uoppgitt;0-4 år;3424;Rendalen;0.0
Prosent;2021;Uoppgitt;5+ år;3424;Rendalen;0.0
Prosent;2021;alle;Alle;3425;Engerdal;100.0
Prosent;2021;alle;0-4 år;3425;Engerdal;77.1
Prosent;2021;alle;5+ år;3425;Engerdal;22.9
Prosent;2021;Bosatt her;Alle;3425;Engerdal;65.7
Prosent;2021;Bosatt her;0-4 år;3425;Engerdal;42.9
Prosent;2021;Bosatt her;5+ år;3425;Engerdal;22.9
Prosent;2021;Flyttet hit;Alle;3425;Engerdal;8.6
Prosent;2021;Flyttet hit;0-4 år;3425;Engerdal;8.6
Prosent;2021;Flyttet hit;5+ år;3425;Engerdal;0.0
Prosent;2021;Uoppgitt;Alle;3425;Engerdal;25.7
Prosent;2021;Uoppgitt;0-4 år;3425;Engerdal;25.7
Prosent;2021;Uoppgitt;5+ år;3425;Engerdal;0.0
Prosent;2021;alle;Alle;3426;Tolga;100.0
Prosent;2021;alle;0-4 år;3426;Tolga;38.4
Prosent;2021;alle;5+ år;3426;Tolga;61.6
Prosent;2021;Bosatt her;Alle;3426;Tolga;90.9
Prosent;2021;Bosatt her;0-4 år;3426;Tolga;32.3
Prosent;2021;Bosatt her;5+ år;3426;Tolga;58.6
Prosent;2021;Flyttet hit;Alle;3426;Tolga;9.1
Prosent;2021;Flyttet hit;0-4 år;3426;Tolga;6.1
Prosent;2021;Flyttet hit;5+ år;3426;Tolga;3.0
Prosent;2021;Uoppgitt;Alle;3426;Tolga;0.0
Prosent;2021;Uoppgitt;0-4 år;3426;Tolga;0.0
Prosent;2021;Uoppgitt;5+ år;3426;Tolga;0.0
Prosent;2021;alle;Alle;3427;Tynset;100.0
Prosent;2021;alle;0-4 år;3427;Tynset;33.8
Prosent;2021;alle;5+ år;3427;Tynset;66.2
Prosent;2021;Bosatt her;Alle;3427;Tynset;70.2
Prosent;2021;Bosatt her;0-4 år;3427;Tynset;23.2
Prosent;2021;Bosatt her;5+ år;3427;Tynset;47.0
Prosent;2021;Flyttet hit;Alle;3427;Tynset;28.3
Prosent;2021;Flyttet hit;0-4 år;3427;Tynset;9.1
Prosent;2021;Flyttet hit;5+ år;3427;Tynset;19.2
Prosent;2021;Uoppgitt;Alle;3427;Tynset;1.5
Prosent;2021;Uoppgitt;0-4 år;3427;Tynset;1.5
Prosent;2021;Uoppgitt;5+ år;3427;Tynset;0.0
Prosent;2021;alle;Alle;3428;Alvdal;100.0
Prosent;2021;alle;0-4 år;3428;Alvdal;56.3
Prosent;2021;alle;5+ år;3428;Alvdal;43.8
Prosent;2021;Bosatt her;Alle;3428;Alvdal;78.1
Prosent;2021;Bosatt her;0-4 år;3428;Alvdal;46.9
Prosent;2021;Bosatt her;5+ år;3428;Alvdal;31.3
Prosent;2021;Flyttet hit;Alle;3428;Alvdal;21.9
Prosent;2021;Flyttet hit;0-4 år;3428;Alvdal;9.4
Prosent;2021;Flyttet hit;5+ år;3428;Alvdal;12.5
Prosent;2021;Uoppgitt;Alle;3428;Alvdal;0.0
Prosent;2021;Uoppgitt;0-4 år;3428;Alvdal;0.0
Prosent;2021;Uoppgitt;5+ år;3428;Alvdal;0.0
Prosent;2021;alle;Alle;3430;Os (Hedm.);100.0
Prosent;2021;alle;0-4 år;3430;Os (Hedm.);49.3
Prosent;2021;alle;5+ år;3430;Os (Hedm.);50.7
Prosent;2021;Bosatt her;Alle;3430;Os (Hedm.);76.1
Prosent;2021;Bosatt her;0-4 år;3430;Os (Hedm.);41.8
Prosent;2021;Bosatt her;5+ år;3430;Os (Hedm.);34.3
Prosent;2021;Flyttet hit;Alle;3430;Os (Hedm.);23.9
Prosent;2021;Flyttet hit;0-4 år;3430;Os (Hedm.);7.5
Prosent;2021;Flyttet hit;5+ år;3430;Os (Hedm.);16.4
Prosent;2021;Uoppgitt;Alle;3430;Os (Hedm.);0.0
Prosent;2021;Uoppgitt;0-4 år;3430;Os (Hedm.);0.0
Prosent;2021;Uoppgitt;5+ år;3430;Os (Hedm.);0.0
Prosent;2021;alle;Alle;3431;Dovre;100.0
Prosent;2021;alle;0-4 år;3431;Dovre;40.9
Prosent;2021;alle;5+ år;3431;Dovre;59.1
Prosent;2021;Bosatt her;Alle;3431;Dovre;100.0
Prosent;2021;Bosatt her;0-4 år;3431;Dovre;40.9
Prosent;2021;Bosatt her;5+ år;3431;Dovre;59.1
Prosent;2021;Flyttet hit;Alle;3431;Dovre;0.0
Prosent;2021;Flyttet hit;0-4 år;3431;Dovre;0.0
Prosent;2021;Flyttet hit;5+ år;3431;Dovre;0.0
Prosent;2021;Uoppgitt;Alle;3431;Dovre;0.0
Prosent;2021;Uoppgitt;0-4 år;3431;Dovre;0.0
Prosent;2021;Uoppgitt;5+ år;3431;Dovre;0.0
Prosent;2021;alle;Alle;3432;Lesja;100.0
Prosent;2021;alle;0-4 år;3432;Lesja;57.9
Prosent;2021;alle;5+ år;3432;Lesja;42.1
Prosent;2021;Bosatt her;Alle;3432;Lesja;42.1
Prosent;2021;Bosatt her;0-4 år;3432;Lesja;15.8
Prosent;2021;Bosatt her;5+ år;3432;Lesja;26.3
Prosent;2021;Flyttet hit;Alle;3432;Lesja;57.9
Prosent;2021;Flyttet hit;0-4 år;3432;Lesja;42.1
Prosent;2021;Flyttet hit;5+ år;3432;Lesja;15.8
Prosent;2021;Uoppgitt;Alle;3432;Lesja;0.0
Prosent;2021;Uoppgitt;0-4 år;3432;Lesja;0.0
Prosent;2021;Uoppgitt;5+ år;3432;Lesja;0.0
Prosent;2021;alle;Alle;3433;Skjåk;100.0
Prosent;2021;alle;0-4 år;3433;Skjåk;55.0
Prosent;2021;alle;5+ år;3433;Skjåk;45.0
Prosent;2021;Bosatt her;Alle;3433;Skjåk;80.0
Prosent;2021;Bosatt her;0-4 år;3433;Skjåk;35.0
Prosent;2021;Bosatt her;5+ år;3433;Skjåk;45.0
Prosent;2021;Flyttet hit;Alle;3433;Skjåk;12.5
Prosent;2021;Flyttet hit;0-4 år;3433;Skjåk;12.5
Prosent;2021;Flyttet hit;5+ år;3433;Skjåk;0.0
Prosent;2021;Uoppgitt;Alle;3433;Skjåk;7.5
Prosent;2021;Uoppgitt;0-4 år;3433;Skjåk;7.5
Prosent;2021;Uoppgitt;5+ år;3433;Skjåk;0.0
Prosent;2021;alle;Alle;3434;Lom;100.0
Prosent;2021;alle;0-4 år;3434;Lom;57.1
Prosent;2021;alle;5+ år;3434;Lom;42.9
Prosent;2021;Bosatt her;Alle;3434;Lom;35.7
Prosent;2021;Bosatt her;0-4 år;3434;Lom;14.3
Prosent;2021;Bosatt her;5+ år;3434;Lom;21.4
Prosent;2021;Flyttet hit;Alle;3434;Lom;64.3
Prosent;2021;Flyttet hit;0-4 år;3434;Lom;42.9
Prosent;2021;Flyttet hit;5+ år;3434;Lom;21.4
Prosent;2021;Uoppgitt;Alle;3434;Lom;0.0
Prosent;2021;Uoppgitt;0-4 år;3434;Lom;0.0
Prosent;2021;Uoppgitt;5+ år;3434;Lom;0.0
Prosent;2021;alle;Alle;3435;Vågå;100.0
Prosent;2021;alle;0-4 år;3435;Vågå;48.6
Prosent;2021;alle;5+ år;3435;Vågå;51.4
